at_risk_threshold_churn_probability,at_risk_subscribers,expected_churners_12m_all_customers,expected_churners_12m_at_risk_group,sum_CLV_at_risk_group_AMD,suggested_upper_bound_retention_budget_AMD
0.25,135,110.5652071756258,48.3097675855195,1617410.274556649,562711.1797739199
