platform,M,p,q,RMSE,MAPE_pct
deepseek.com,7287.3998497862995,0.061430486320594946,0.0742837036267941,77.68740551679146,15.429151047604819
chatgpt.com,111177.73766210223,0.031949662292835246,0.14452594406529184,149.13181161012497,2.504959612552081
